소분류,세부분류,업체명,주소,전화번호,사업자등록일,업데이트일,정제주소
휴게음식점,아이스크림,요아잇 인천불로점,"인천광역시 서구 검단로768번길 17, 불로동금호어울림아파트 상가 106호 (불로동) ", ,2025-07-01,2025-07-03 04:10:59,인천광역시 서구 검단로768번길 17 불로동금호어울림아파트 상가 106호 (불로동)
휴게음식점,기타 휴게음식점,아지트 떡볶이,"인천광역시 연수구 원인재로 124, 상가동 지하1층 B28호 (동춘동, 한양1차아파트) ", ,2025-06-30,2025-07-02 04:11:23,인천광역시 연수구 원인재로 124 상가동 지하1층 B28호 (동춘동 한양1차아파트)
휴게음식점,떡카페,메고지고 용현유원점,"인천광역시 미추홀구 낙섬중로91번길 10-24, 1층 우측호 (용현동) ", ,2025-06-30,2025-07-02 04:11:01,인천광역시 미추홀구 낙섬중로91번길 10-24/1층 우측호 (용현동)
휴게음식점,떡카페,메고지고 앨리웨이점,"인천광역시 미추홀구 숙골로87번길 5, 204동 1층 1-18호 (도화동, 더샵 인천스카이타워 2단지) ", ,2025-06-30,2025-07-02 04:11:01,인천광역시 미추홀구 숙골로87번길 5/204동 1층 1-18호 (도화동 더샵 인천스카이타워 2단지)
휴게음식점,패스트푸드,에이치와이컴퍼니(분식:당),"인천광역시 서구 서로4로 90, 101호 (원당동) ", ,2025-06-30,2025-07-04 04:12:51,인천광역시 서구 서로4로 90/101호 (원당동)
휴게음식점,기타 휴게음식점,엄마몰래,"인천광역시 미추홀구 숙골로 124, 와이지타워 1층 109호 (도화동) ", ,2025-06-27,2025-06-29 04:11:37,인천광역시 미추홀구 숙골로 124 와이지타워 1층 109호 (도화동)
휴게음식점,기타 휴게음식점,햇님 별님 베이커리 카페,인천광역시 강화군 강화읍 강화대로 186 , ,2025-06-27,2025-06-29 04:11:36,인천광역시 강화군 강화읍 강화대로 186
휴게음식점,기타 휴게음식점,황제찹쌀꽈배기,"인천광역시 서구 강남로19번길 2-9, 1층 일부호 (석남동) ", ,2025-06-27,2025-06-29 04:11:29,인천광역시 서구 강남로19번길 2-9/1층 (석남동)
휴게음식점,기타 휴게음식점,우리두리 머물다,"인천광역시 중구 제물량로166번길 5, 1층 (신생동) ", ,2025-06-27,2025-06-29 04:11:17,인천광역시 중구 제물량로166번길 5/1층 (신생동)
휴게음식점,기타 휴게음식점,설빙고,"인천광역시 부평구 수변로52번길 27, 1층 일부 (부개동) ", ,2025-06-27,2025-06-29 04:11:15,인천광역시 부평구 수변로52번길 27/1층 (부개동)
휴게음식점,떡카페,메고지고 글로벌캠퍼스점,"인천광역시 연수구 송도문화로28번길 28, 205동 5-107호 (송도동, 송도글로벌캠퍼스푸르지오) ", ,2025-06-27,2025-06-29 04:11:01,인천광역시 연수구 송도문화로28번길 28/205동 5-107호 (송도동 송도글로벌캠퍼스푸르지오)
휴게음식점,일반조리판매,문막(인천)휴게소자담치킨,"강원특별자치도 원주시 문막읍 개나루길 13, 문막(상)휴게소 1동 1층 ", ,2025-06-26,2025-06-28 04:11:15,강원특별자치도 원주시 문막읍 개나루길 13 문막(상)휴게소 1동 1층
휴게음식점,기타 휴게음식점,리은푸드,"인천광역시 미추홀구 연남로 35, 인천종합터미널,롯데백화점 지하 1층 일부호 (관교동) ", ,2025-06-26,2025-06-28 04:10:59,인천광역시 미추홀구 연남로 35 인천종합터미널 롯데백화점 지하 1층 (관교동)
휴게음식점,일반조리판매,피자스쿨 인천효성e편한세상점,"인천광역시 계양구 효서로 145, 401동 근린생활시설 지1층 5호 (효성동, e편한세상 계양 더프리미어) ", ,2025-06-25,2025-07-05 04:12:33,인천광역시 계양구 효서로 145/401동 근린생활시설 지1층 5호 (효성동 e편한세상 계양 더프리미어)
휴게음식점,일반조리판매,24스낵(SNACK),"인천광역시 부평구 주부토로 236, 인천테크노밸리 U1센터 B동 1층 121호 (갈산동) ", ,2025-06-25,2025-06-27 04:11:26,인천광역시 부평구 주부토로 236 인천테크노밸리 U1센터 B동 1층 121호 (갈산동)
휴게음식점,커피숍,미닝풀커피,"인천광역시 연수구 첨단대로 40, 에스파이브시티 주건축물 제1동 B133호 (송도동) ", ,2025-06-25,2025-06-27 04:10:49,인천광역시 연수구 첨단대로 40 에스파이브시티 주건축물 제1동 B133호 (송도동)
휴게음식점,커피숍,카페리프(KAFE RIFF) 송도점,"인천광역시 연수구 아트센터대로168번길 101, 송도랜드마크푸르지오시티 지상1층 126호 (송도동) ", ,2025-06-24,2025-06-26 04:11:32,인천광역시 연수구 아트센터대로168번길 101 송도랜드마크푸르지오시티 지상1층 126호 (송도동)
휴게음식점,커피숍,인생커피,"인천광역시 서구 거북로 78-1, 1층 일부호 (석남동) ", ,2025-06-24,2025-06-26 04:10:51,인천광역시 서구 거북로 78-1/1층 (석남동)
휴게음식점,커피숍,컴포즈커피 인천주안남초점,"인천광역시 미추홀구 인주대로418번길 10, 1층 맨우측호 (주안동) ", ,2025-06-23,2025-06-26 04:11:36,인천광역시 미추홀구 인주대로418번길 10/1층 우측호 (주안동)
휴게음식점,아이스크림,요거트퍼플 인천논현점,"인천광역시 남동구 소래역로 46, 청호빌딩 1층 103호,113호 (논현동) ", ,2025-06-23,2025-06-25 04:11:12,인천광역시 남동구 소래역로 46 청호빌딩 1층 103호/113호 (논현동)
휴게음식점,커피숍,메가엠지씨커피 도화더테라스점,"인천광역시 미추홀구 염전로168번길 14, 힐스테이트 도화 더테라스 근린생활시설동 1층 107,108호 (도화동) ", ,2025-06-23,2025-06-25 04:10:51,인천광역시 미추홀구 염전로168번길 14 힐스테이트 도화 더테라스 근린생활시설동 1층 107/108호 (도화동)
휴게음식점,푸드트럭,장터 왕족발,"인천광역시 연수구 송도문화로84번길 84 (송도동, 베르디움 더퍼스트) ", ,2025-06-23,2025-06-25 04:10:45,인천광역시 연수구 송도문화로84번길 84 (송도동 베르디움 더퍼스트)
휴게음식점,커피숍,우지커피 송도아크베이점,"인천광역시 연수구 워터프런트로 150, 302동 302-105호 (송도동, 더샵 송도 아크베이) ", ,2025-06-23,2025-06-25 04:10:45,인천광역시 연수구 워터프런트로 150/302동 302-105호 (송도동 더샵 송도 아크베이)
휴게음식점,커피숍,호로록과일,"인천광역시 연수구 송도과학로 70, 송도 AT센터 지상2층 216호 (송도동) ", ,2025-06-23,2025-06-25 04:10:42,인천광역시 연수구 송도과학로 70 송도 AT센터 지상2층 216호 (송도동)
휴게음식점,기타 휴게음식점,청학꽈배기,"인천광역시 연수구 비류대로239번길 42, 1층 일부호 (청학동) ", ,2025-06-23,2025-06-25 04:10:42,인천광역시 연수구 비류대로239번길 42/1층 (청학동)
휴게음식점,커피숍,투썸플레이스 송도국제업무지구역점,"인천광역시 연수구 워터프런트로 150, 301동 지상1층 301-106, 301-107호 (송도동, 더샵 송도 아크베이) ", ,2025-06-20,2025-06-22 04:11:11,인천광역시 연수구 워터프런트로 150/301동 지상1층 301-106/301-107호 (송도동 더샵 송도 아크베이)
휴게음식점,커피숍,또올베이커리,"인천광역시 계양구 형제봉길 69, 1층 일부호 (귤현동) ", ,2025-06-20,2025-06-22 04:11:05,인천광역시 계양구 형제봉길 69/1층 (귤현동)
휴게음식점,기타 휴게음식점,소보심,"인천광역시 미추홀구 연남로 35, 인천종합터미널,롯데백화점 지하 1층 일부호 (관교동) ", ,2025-06-20,2025-06-22 04:10:52,인천광역시 미추홀구 연남로 35 인천종합터미널 롯데백화점 지하 1층 (관교동)
휴게음식점,기타 휴게음식점,103푸드(food),"인천광역시 서구 거북로 117, 1층 일부호 (석남동) ", ,2025-06-19,2025-06-21 04:11:27,인천광역시 서구 거북로 117/1층 (석남동)
휴게음식점,커피숍,우지커피 신검단중앙역점,"인천광역시 서구 고산후로 222, 102호 (원당동) ", ,2025-06-19,2025-06-21 04:11:26,인천광역시 서구 고산후로 222/102호 (원당동)
휴게음식점,기타 휴게음식점,요거트월드 인천직영점(한시적),"서울특별시 용산구 한강대로23길 55, 용산역 4층 (한강로3가) ", ,2025-06-19,2025-06-21 04:11:05,서울특별시 용산구 한강대로23길 55 용산역 4층 (한강로3가)
휴게음식점,일반조리판매,호호왕만두,"인천광역시 중구 하늘달빛로 88, 채운 에비뉴 1층 105호 (중산동) ",032-744-1566 ,2025-06-19,2025-07-06 04:12:23,인천광역시 중구 하늘달빛로 88 채운 에비뉴 1층 105호 (중산동)
휴게음식점,일반조리판매,성원떡볶이,"인천광역시 남동구 인주대로763번길 25, 1층 일부호 (구월동) ", ,2025-06-18,2025-06-20 04:11:46,인천광역시 남동구 인주대로763번길 25/1층 (구월동)
휴게음식점,푸드트럭,탑클래스푸드,"인천광역시 중구 찬들로 141 (운남동, 영종베르힐 스카이시티) ", ,2025-06-18,2025-06-20 04:11:35,인천광역시 중구 찬들로 141 (운남동 영종베르힐 스카이시티)
휴게음식점,푸드트럭,탑클래스푸드,"인천광역시 중구 찬들로 141 (운남동, 영종베르힐 스카이시티) ", ,2025-06-18,2025-06-20 04:11:35,인천광역시 중구 찬들로 141 (운남동 영종베르힐 스카이시티)
휴게음식점,일반조리판매,펄스피씨(PULSE PC) 부평삼산점,"인천광역시 부평구 길주로647번길 4, 프리엘림 603(일부)호 (삼산동) ", ,2025-06-18,2025-06-20 04:11:23,인천광역시 부평구 길주로647번길 4 프리엘림 603()호 (삼산동)
휴게음식점,기타 휴게음식점,와플대학 신검단중앙캠퍼스점,"인천광역시 서구 고산후로 285, 현해타워2 지1층 B08호 (불로동) ", ,2025-06-18,2025-06-20 04:11:11,인천광역시 서구 고산후로 285 현해타워2 지1층 B08호 (불로동)
휴게음식점,일반조리판매,백년김밥,"인천광역시 남동구 하촌로 59, 1층 일부호 (만수동) ", ,2025-06-18,2025-06-20 04:10:55,인천광역시 남동구 하촌로 59/1층 (만수동)
휴게음식점,커피숍,해월동 트리플락,"인천광역시 강화군 화도면 해안남로2903번길 33, 1층 ", ,2025-06-18,2025-06-20 04:10:55,인천광역시 강화군 화도면 해안남로2903번길 33/1층
휴게음식점,일반조리판매,할매떡볶이,"인천광역시 중구 제물량로 66, 1층 (신흥동3가) ", ,2025-06-17,2025-06-19 04:11:40,인천광역시 중구 제물량로 66/1층 (신흥동3가)
휴게음식점,기타 휴게음식점,이프,"인천광역시 중구 흰바위로 51, 롯데마트 영종도점 1층 (운서동) ", ,2025-06-17,2025-06-19 04:11:40,인천광역시 중구 흰바위로 51 롯데마트 영종도점 1층 (운서동)
휴게음식점,푸드트럭,원트럭,"인천광역시 중구 찬들로 141 (운남동, 영종베르힐 스카이시티) ", ,2025-06-17,2025-06-19 04:11:39,인천광역시 중구 찬들로 141 (운남동 영종베르힐 스카이시티)
휴게음식점,기타 휴게음식점,가연이네꽈배기집,"인천광역시 서구 거북로 115, 1층 일부호 (석남동) ", ,2025-06-17,2025-06-19 04:11:11,인천광역시 서구 거북로 115/1층 (석남동)
휴게음식점,커피숍,카페홈즈 루원시티점,"인천광역시 서구 가정로 451, 130호 (가정동) ", ,2025-06-17,2025-06-19 04:11:11,인천광역시 서구 가정로 451/130호 (가정동)
휴게음식점,패스트푸드,라면땅별땅,"인천광역시 서구 청마로51번안길 22, 검단탑요양원 1층 일부호 (당하동) ", ,2025-06-17,2025-06-19 04:11:11,인천광역시 서구 청마로51번안길 22 검단탑요양원 1층 (당하동)
휴게음식점,커피숍,카페인중독 송도점,"인천광역시 연수구 신송로 165-17, 지상1층 110호 (송도동) ", ,2025-06-17,2025-06-19 04:11:05,인천광역시 연수구 신송로 165-17 지상1층 110호 (송도동)
휴게음식점,커피숍,사과당 송도학원가점,"인천광역시 연수구 신송로 161, 송도 하이츠 지상1층 101호 (송도동) ", ,2025-06-17,2025-06-19 04:11:05,인천광역시 연수구 신송로 161 송도 하이츠 지상1층 101호 (송도동)
휴게음식점,커피숍,쉼표카페,"인천광역시 옹진군 북도면 장봉로 212, 1층 104호 ", ,2025-06-17,2025-06-19 04:10:53,인천광역시 옹진군 북도면 장봉로 212/1층 104호
휴게음식점,푸드트럭,하하푸드,"인천광역시 중구 영종해안남로321번길 186, 파라다이스시티 일대 (운서동) ", ,2025-06-16,2025-06-18 04:10:53,인천광역시 중구 영종해안남로321번길 186 파라다이스시티 일대 (운서동)
휴게음식점,기타 휴게음식점,샌디.포케빌리지(village),"인천광역시 연수구 컨벤시아대로42번길 77, 920동 104일부호 (송도동, 더샵 엑스포) ", ,2025-06-16,2025-06-18 04:10:49,인천광역시 연수구 컨벤시아대로42번길 77/920동 104 (송도동 더샵 엑스포)
휴게음식점,커피숍,테라커피 송도국제업무지구역점,"인천광역시 연수구 인천타워대로 323, 송도 센트로드 상가동 지상1층 디102호 (송도동) ", ,2025-06-16,2025-06-18 04:10:49,인천광역시 연수구 인천타워대로 323 송도 센트로드 상가동 지상1층 디102호 (송도동)
휴게음식점,커피숍,백억커피 인천가정역점,"인천광역시 서구 서곶로 50, 판매7동 E105호 (가정동, 루원시티 대성베르힐 더 센트로) ", ,2025-06-16,2025-06-20 04:12:10,인천광역시 서구 서곶로 50 판매7동 E105호 (가정동 루원시티 대성베르힐 더 센트로)
휴게음식점,기타 휴게음식점,베이루아 청라점,"인천광역시 서구 청라라임로 85, 판매시설 B동 118호 (청라동, 청라린스트라우스) ", ,2025-06-16,2025-06-18 04:10:43,인천광역시 서구 청라라임로 85 판매시설 B동 118호 (청라동 청라린스트라우스)
휴게음식점,커피숍,컴포즈커피 검단법원광장점,"인천광역시 서구 이음4로 10, 102호 (당하동) ", ,2025-06-16,2025-06-18 04:10:42,인천광역시 서구 이음4로 10/102호 (당하동)
휴게음식점,커피숍,면스타키친,"인천광역시 계양구 당미2길 7, 1층 (동양동) ", ,2025-06-16,2025-06-18 04:10:40,인천광역시 계양구 당미2길 7/1층 (동양동)
휴게음식점,기타 휴게음식점,컴포즈커피 인천계산역점,"인천광역시 계양구 경명대로 1084, 1층 일부호 (계산동) ", ,2025-06-13,2025-06-15 04:12:53,인천광역시 계양구 경명대로 1084/1층 (계산동)
휴게음식점,커피숍,크리스피크림 인천공항 T1 AS점,"인천광역시 중구 공항로 272, 인천공항제1여객터미널 면세동 3층 (운서동) ",032-743-6558 ,2025-06-13,2025-07-11 04:12:33,인천광역시 중구 공항로 272 인천공항제1여객터미널 면세동 3층 (운서동)
휴게음식점,아이스크림,빙동댕 영종하늘도시점,"인천광역시 중구 하늘별빛로65번길 13, 세진시티 1층 103호 (중산동) ", ,2025-06-13,2025-06-15 04:11:16,인천광역시 중구 하늘별빛로65번길 13 세진시티 1층 103호 (중산동)
휴게음식점,기타 휴게음식점,씨유 힐스테이트숭의역,"인천광역시 미추홀구 인주대로 5, A동 1층 126호 (숭의동, 힐스테이트 숭의역) ", ,2025-06-13,2025-06-15 04:11:13,인천광역시 미추홀구 인주대로 5 A동 1층 126호 (숭의동 힐스테이트 숭의역)
휴게음식점,기타 휴게음식점,송도호두과자,"인천광역시 연수구 해돋이로 107, G동 상가69호 (송도동, 송도 더샵 퍼스트월드) ", ,2025-06-13,2025-06-15 04:11:13,인천광역시 연수구 해돋이로 107 G동 상가69호 (송도동 송도 더샵 퍼스트월드)
휴게음식점,일반조리판매,즐거운 맛집,"인천광역시 남동구 호구포로 920, 2층 228호 (만수동) ", ,2025-06-13,2025-06-15 04:11:10,인천광역시 남동구 호구포로 920/2층 228호 (만수동)
휴게음식점,기타 휴게음식점,호호브레드 검단신도시점,"인천광역시 서구 고산후로 279, 현해타워3 102~104호 (불로동) ",070-4060-6565 ,2025-06-13,2025-06-15 04:11:08,인천광역시 서구 고산후로 279 현해타워3 102~104호 (불로동)
휴게음식점,기타 휴게음식점,불장난 타코,"인천광역시 서구 청라커낼로288번길 26, 현대썬앤빌 더 테라스 1층 191호 (청라동) ", ,2025-06-13,2025-06-15 04:11:03,인천광역시 서구 청라커낼로288번길 26 현대썬앤빌 더 테라스 1층 191호 (청라동)
휴게음식점,떡카페,떡기리 청라점,"인천광역시 서구 솔빛로 55, 상가동 102호 일부호 (청라동, 청라반도유보라) ", ,2025-06-13,2025-06-15 04:11:03,인천광역시 서구 솔빛로 55 상가동 102호 (청라동 청라반도유보라)
휴게음식점,일반조리판매,정백김밥 검단신도시점,"인천광역시 서구 이음대로 378, 로뎀타워 1동 102호 (원당동) ", ,2025-06-12,2025-06-15 04:11:46,인천광역시 서구 이음대로 378 로뎀타워 1동 102호 (원당동)
휴게음식점,일반조리판매,베스트 PC&Cafe(베스트 피씨카페 연수점),"인천광역시 연수구 청능대로113번길 11, 연수그린타워 2층 201호의 일부호 (연수동) ", ,2025-06-11,2025-06-13 04:11:48,인천광역시 연수구 청능대로113번길 11 연수그린타워 2층 201호의 (연수동)
휴게음식점,푸드트럭,흔남스시,"인천광역시 중구 찬들로 141 (운남동, 영종베르힐 스카이시티) ", ,2025-06-11,2025-06-13 04:11:23,인천광역시 중구 찬들로 141 (운남동 영종베르힐 스카이시티)
휴게음식점,푸드트럭,푸드트럭하우스,"인천광역시 중구 찬들로 141 (운남동, 영종베르힐 스카이시티) ", ,2025-06-11,2025-06-13 04:11:23,인천광역시 중구 찬들로 141 (운남동 영종베르힐 스카이시티)
휴게음식점,커피숍,우지커피 간석올리브점,"인천광역시 남동구 남동대로 899, 이젠성형외과빌딩 1층 2호 (간석동) ", ,2025-06-11,2025-06-13 04:11:19,인천광역시 남동구 남동대로 899 이젠성형외과빌딩 1층 2호 (간석동)
휴게음식점,커피숍,메가엠지씨커피 신검단중앙역점,"인천광역시 서구 고산후로 221, 114호 (불로동) ", ,2025-06-10,2025-06-12 04:11:34,인천광역시 서구 고산후로 221/114호 (불로동)
휴게음식점,커피숍,초코나무,"인천광역시 연수구 새말로 89, 1층 일부호 (연수동) ", ,2025-06-10,2025-06-12 04:11:29,인천광역시 연수구 새말로 89/1층 (연수동)
휴게음식점,푸드트럭,네모,"인천광역시 연수구 센트럴로 350, 달빛축제공원 타임캡슐 슈퍼콘서트 행사장 (송도동) ", ,2025-06-10,2025-06-12 04:11:29,인천광역시 연수구 센트럴로 350 달빛축제공원 타임캡슐 슈퍼콘서트 행사장 (송도동)
휴게음식점,아이스크림,밀크컨셉 아이스크림(Milk concept icecream),"인천광역시 부평구 부흥로294번길 4, 추인타워 1층 105호 (부평동) ", ,2025-06-10,2025-06-12 04:11:23,인천광역시 부평구 부흥로294번길 4 추인타워 1층 105호 (부평동)
휴게음식점,커피숍,카페타임 가좌점,"인천광역시 서구 장고개로287번길 6-2, 1층 일부호 (가좌동) ", ,2025-06-09,2025-06-12 04:13:09,인천광역시 서구 장고개로287번길 6-2/1층 (가좌동)
휴게음식점,커피숍,두바이카페(Dubai cafe),"인천광역시 부평구 시장로 15, 1층 (부평동) ", ,2025-06-09,2025-06-12 04:12:46,인천광역시 부평구 시장로 15/1층 (부평동)
휴게음식점,기타 휴게음식점,달콤하루,"인천광역시 미추홀구 인하로 75-1, 지하1층 일부호 (용현동) ", ,2025-06-09,2025-06-12 04:12:40,인천광역시 미추홀구 인하로 75-1 지하1층 (용현동)
휴게음식점,기타 휴게음식점,엘라청과,"인천광역시 서구 완정로65번길 10, 검단1차 대주피오레아파트 상가B동 지1층 b111호 일부호 (마전동) ", ,2025-06-05,2025-06-08 04:11:18,인천광역시 서구 완정로65번길 10 검단1차 대주피오레아파트 상가B동 지1층 b111호 (마전동)
휴게음식점,백화점,아티장베이커스 인천점,"인천광역시 미추홀구 연남로 35, 인천종합터미널,롯데백화점 지하 1층 일부호 (관교동) ", ,2025-06-05,2025-06-08 04:11:14,인천광역시 미추홀구 연남로 35 인천종합터미널 롯데백화점 지하 1층 (관교동)
휴게음식점,커피숍,88카페,"인천광역시 미추홀구 인하로 274-38, 2동 9호 (주안동, 남부종합상가) ", ,2025-06-05,2025-06-08 04:11:14,인천광역시 미추홀구 인하로 274-38/2동 9호 (주안동 남부종합상가)
휴게음식점,커피숍,메가엠지씨커피 인천학산소극장점,"인천광역시 미추홀구 인하로 129-2, 1층 (용현동) ", ,2025-06-05,2025-06-08 04:11:14,인천광역시 미추홀구 인하로 129-2/1층 (용현동)
휴게음식점,커피숍,윰's 디저트&카페,"인천광역시 연수구 앵고개로 242, 제일빌딩 1층 일부(104)호 (동춘동) ", ,2025-06-05,2025-06-08 04:10:44,인천광역시 연수구 앵고개로 242 제일빌딩 1층 (104)호 (동춘동)
휴게음식점,푸드트럭,인천중국음식업협회,"인천광역시 미추홀구 매소홀로 618, 문학경기장 (문학동) ", ,2025-06-04,2025-06-06 04:11:21,인천광역시 미추홀구 매소홀로 618 문학경기장 (문학동)
휴게음식점,커피숍,쌍쌍커피,"인천광역시 미추홀구 경인로380번길 11, 1층 일부호 (주안동) ", ,2025-06-04,2025-06-06 04:11:21,인천광역시 미추홀구 경인로380번길 11/1층 (주안동)
휴게음식점,기타 휴게음식점,앙호두(인천국제성모병원점),"인천광역시 서구 탁옥로98번길 1, 1층 일부호 (심곡동) ", ,2025-06-04,2025-06-06 04:11:08,인천광역시 서구 탁옥로98번길 1/1층 (심곡동)
휴게음식점,기타 휴게음식점,포텐피시(PC)카페,"인천광역시 부평구 경인로 948, 유성메디칼프라자 4층 일부 (부평동) ", ,2025-06-04,2025-06-26 04:12:14,인천광역시 부평구 경인로 948 유성메디칼프라자 4층 (부평동)
휴게음식점,기타 휴게음식점,빙수도사 부평중앙점,"인천광역시 부평구 장제로159번길 7, 1층 일부 (부평동) ", ,2025-06-04,2025-06-06 04:10:52,인천광역시 부평구 장제로159번길 7/1층 (부평동)
휴게음식점,커피숍,카페인중독 연수역점,"인천광역시 연수구 새말로 87, 지상1층 일부호 (연수동) ", ,2025-06-02,2025-06-04 04:11:14,인천광역시 연수구 새말로 87 지상1층 (연수동)
휴게음식점,기타 휴게음식점,에그니 베이커리,"인천광역시 중구 영종대로196번길 15-25, 114동 지하1층 B121호 (운서동, 운서역 반도유보라 퍼스티지) ",070-4795-8808 ,2025-06-02,2025-06-27 04:12:16,인천광역시 중구 영종대로196번길 15-25/114동 지하1층 B121호 (운서동 운서역 반도유보라 퍼스티지)
휴게음식점,커피숍,컴포즈커피 검단모아엘가그랑데점,"인천광역시 서구 이음4로 93, 2317동 105호 (원당동, 모아엘가 그랑데) ", ,2025-06-02,2025-06-04 04:10:50,인천광역시 서구 이음4로 93/2317동 105호 (원당동 모아엘가 그랑데)
휴게음식점,커피숍,메가엠지씨커피 인천부평시장점,"인천광역시 부평구 시장로51번길 24, 1층 일부 (부평동) ", ,2025-05-30,2025-06-01 04:11:03,인천광역시 부평구 시장로51번길 24/1층 (부평동)
휴게음식점,커피숍,투썸플레이스 인천공항제1여객터미널 4F점,"인천광역시 중구 공항로 272, 인천공항1터미널 일반동 4층 (운서동) ", ,2025-05-30,2025-06-01 04:10:50,인천광역시 중구 공항로 272 인천공항1터미널 일반동 4층 (운서동)
휴게음식점,커피숍,푸디스트(주) 고메이플레이스 폴바셋 쿠팡인천 KKR 물류센터점,"인천광역시 서구 봉수대로 370, 인천 석남 혁신물류센터 8층 일부호 (석남동) ", ,2025-05-30,2025-06-01 04:10:50,인천광역시 서구 봉수대로 370 인천 석남 혁신물류센터 8층 (석남동)
휴게음식점,푸드트럭,해피데이,"인천광역시 미추홀구 학익로 30 (학익동, 시티오씨엘 4단지) ", ,2025-05-29,2025-05-31 04:11:00,인천광역시 미추홀구 학익로 30 (학익동 시티오씨엘 4단지)
휴게음식점,아이스크림,요아정 인천주안신기점,"인천광역시 미추홀구 인하로 199, 1층 우측호 (주안동) ", ,2025-05-28,2025-05-30 04:11:50,인천광역시 미추홀구 인하로 199/1층 우측호 (주안동)
휴게음식점,커피숍,메가엠지씨 커피 인천 주안남초점,"인천광역시 미추홀구 동주길 4, 1층 (주안동) ", ,2025-05-28,2025-05-30 04:11:50,인천광역시 미추홀구 동주길 4/1층 (주안동)
휴게음식점,패스트푸드,메타세콰이어 푸드,"인천광역시 강화군 하점면 강화대로1100번길 26-8, 주1동 1층 ", ,2025-05-28,2025-05-30 04:10:51,인천광역시 강화군 하점면 강화대로1100번길 26-8 주1동 1층
휴게음식점,커피숍,인유카페,"인천광역시 미추홀구 참외전로 268, 301동 1층 104호 (숭의동, 스타디움 센트럴시티) ", ,2025-05-27,2025-05-29 04:12:00,인천광역시 미추홀구 참외전로 268/301동 1층 104호 (숭의동 스타디움 센트럴시티)
휴게음식점,기타 휴게음식점,신성식당,"인천광역시 미추홀구 주안중로 25, 신성쇼핑 신성불가마 지하1층 (주안동) ", ,2025-05-27,2025-05-29 04:12:00,인천광역시 미추홀구 주안중로 25 신성쇼핑 신성불가마 지하1층 (주안동)
휴게음식점,커피숍,메가엠지씨커피 영종오션사이드호텔점,"인천광역시 중구 마시란로 40, 오션사이드관광호텔 가동 1층 101호 (덕교동) ",032-713-4599 ,2025-05-27,2025-06-22 04:12:17,인천광역시 중구 마시란로 40 오션사이드관광호텔 가동 1층 101호 (덕교동)
휴게음식점,푸드트럭,이디야커피,"인천광역시 연수구 센트럴로 123, 송도컨벤시아 3홀 일부호 (송도동) ", ,2025-05-27,2025-05-29 04:11:35,인천광역시 연수구 센트럴로 123 송도컨벤시아 3홀 (송도동)
휴게음식점,커피숍,카페세라,"인천광역시 서구 보석로 19, 1층 일부호 (청라동) ", ,2025-05-27,2025-05-29 04:11:21,인천광역시 서구 보석로 19/1층 (청라동)
휴게음식점,기타 휴게음식점,새물청과,"인천광역시 서구 이음3로 130, 지하3층 B307호 (당하동, 유승한내들 에듀파크) ", ,2025-05-27,2025-05-29 04:11:21,인천광역시 서구 이음3로 130 지하3층 B307호 (당하동 유승한내들 에듀파크)
휴게음식점,커피숍,꾸베베,"인천광역시 부평구 산청로 130-1, 1층 일부 (청천동) ", ,2025-05-26,2025-05-28 04:11:57,인천광역시 부평구 산청로 130-1/1층 (청천동)
휴게음식점,기타 휴게음식점,세븐일레븐 인천경서점,"인천광역시 서구 경서로35번길 4, 1층 일부호 (경서동) ", ,2025-05-26,2025-05-28 04:11:57,인천광역시 서구 경서로35번길 4/1층 (경서동)
휴게음식점,기타 휴게음식점,스누즈,"인천광역시 서구 파랑로 495, 1-101호 (청라동) ", ,2025-05-26,2025-05-28 04:11:57,인천광역시 서구 파랑로 495/1-101호 (청라동)
휴게음식점,커피숍,르븨밀크(Levee Milk),"인천광역시 서구 이음5로 76, 인천검단 서영아너시티2차 107호 (원당동) ", ,2025-05-26,2025-05-28 04:11:57,인천광역시 서구 이음5로 76 인천검단 서영아너시티2차 107호 (원당동)
휴게음식점,커피숍,카밀랜드(Camiland),"인천광역시 계양구 계양문화로 119, 301동 1층 114호 (용종동, 인천 계양 코아루 센트럴파크) ", ,2025-05-26,2025-05-28 04:11:21,인천광역시 계양구 계양문화로 119/301동 1층 114호 (용종동 인천 계양 코아루 센트럴파크)
휴게음식점,기타 휴게음식점,꿀이당,"인천광역시 미추홀구 인하로222번길 9, 1층 (주안동) ", ,2025-05-26,2025-05-28 04:10:43,인천광역시 미추홀구 인하로222번길 9/1층 (주안동)
휴게음식점,커피숍,그랜드델리아(GRAND DELIA),"인천광역시 서구 에코로 167, 하나금융그룹 통합데이터센터 1층 일부호 (청라동) ", ,2025-05-23,2025-05-25 04:11:29,인천광역시 서구 에코로 167 하나금융그룹 통합데이터센터 1층 (청라동)
휴게음식점,커피숍,우지커피 인천국제성모병원점,"인천광역시 서구 탁옥로 105, 메인프라자3차 106호 (심곡동) ", ,2025-05-23,2025-05-25 04:11:29,인천광역시 서구 탁옥로 105 메인프라자3차 106호 (심곡동)
휴게음식점,커피숍,몽글하니,"인천광역시 남동구 오봉로 2, 109,110호 (도림동) ", ,2025-05-23,2025-05-25 04:11:23,인천광역시 남동구 오봉로 2/109/110호 (도림동)
